order, degree_x, degree_y, coefficient, term
    "[X, [[X, [[X, Y], [[[X, Y], Y], Y]]], [[X, [[[X, Y], Y], Y]], [X, Y]]]]",
)
(
    15,
    6,
    9,
    -191 / 576576000,
    "[X, [[X, [[X, Y], [[[X, Y], Y], Y]]], [X, [[[[[X, Y], Y], Y], Y], Y]]]]",
)
(
    15,
    8,
    7,
    191 / 2075673600,
    "[[X, [[X, [[X, Y], [[[X, Y], Y], Y]]], [X, Y]]], [X, [X, [[X, Y], Y]]]]",
)
(
    15,
    8,
    7,
    -1271 / 7264857600,
    "[[X, [[X, [[X, Y], [[[X, Y], Y], Y]]], [X, Y]]], [[X, [X, Y]], [X, Y]]]",
)
(
    15,
    7,
    8,
    -173 / 129729600,
    "[X, [[[X, [[X, Y], [[[X, Y], Y], Y]]], [X, Y]], [X, [[[X, Y], Y], Y]]]]",
)
(
    15,
    8,
    7,
    -613 / 3632428800,
    "[[X, [[[X, [[X, Y], [[[X, Y], Y], Y]]], [X, Y]], [X, Y]]], [X, [X, Y]]]",
)
(
    15,
    7,
    8,
    499 / 518918400,
    "[X, [[X, [[X, Y], [[[X, Y], Y], Y]]], [[X, Y], [[X, Y], [[X, Y], Y]]]]]",
)
(
    15,
    7,
    8,
    13 / 13305600,
    "[X, [[[X, [[X, Y], [[[X, Y], Y], Y]]], [[X, Y], [[X, Y], Y]]], [X, Y]]]",
)
(
    15,
    6,
    9,
    3499 / 2075673600,
    "[X, [X, [[[X, Y], [[[X, Y], Y], Y]], [[X, Y], [[[[X, Y], Y], Y], Y]]]]]",
)
(
    15,
    7,
    8,
    -667 / 259459200,
    "[X, [[X, [[[X, Y], [[[X, Y], Y], Y]], [[X, Y], Y]]], [X, [[X, Y], Y]]]]",
)
(
    15,
    7,
    8,
    -2201 / 259459200,
    "[X, [[[X, [[[X, Y], [[[X, Y], Y], Y]], [[X, Y], Y]]], [X, Y]], [X, Y]]]",
)
(
    15,
    6,
    9,
    -599 / 148262400,
    "[X, [X, [[[X, Y], [[[X, Y], Y], Y]], [[[X, Y], Y], [[[X, Y], Y], Y]]]]]",
)
(
    15,
    7,
    8,
    -1 / 926640,
    "[[X, [X, [[[X, Y], [[[X, Y], Y], Y]], [[[X, Y], Y], Y]]]], [X, [X, Y]]]",
)
(
    15,
    6,
    9,
    -157 / 16473600,
    "[X, [X, [[[[X, Y], [[[X, Y], Y], Y]], [[[X, Y], Y], Y]], [[X, Y], Y]]]]",
)
(
    15,
    6,
    9,
    -1 / 311351040,
    "[X, [[X, [[X, Y], [[[[X, Y], Y], Y], [[[[X, Y], Y], Y], Y]]]], [X, Y]]]",
)
(
    15,
    5,
    10,
    1523 / 1245404160,
    "[X, [X, [[X, Y], [[[[X, Y], Y], Y], [[[[[[X, Y], Y], Y], Y], Y], Y]]]]]",
)
(
    15,
    7,
    8,
    -199 / 3113510400,
    "[[X, [X, [[X, Y], [[[[X, Y], Y], Y], Y]]]], [X, [X, [[[X, Y], Y], Y]]]]",
)
(
    15,
    8,
    7,
    -11017 / 29059430400,
    "[[[X, [X, [[X, Y], [[[[X, Y], Y], Y], Y]]]], [X, [X, Y]]], [X, [X, Y]]]",
)
(
    15,
    7,
    8,
    -1 / 7862400,
    "[[X, [X, [[X, Y], [[[[X, Y], Y], Y], Y]]]], [X, [[X, Y], [[X, Y], Y]]]]",
)
(
    15,
    7,
    8,
    -733 / 345945600,
    "[X, [[X, [[X, Y], [[[[X, Y], Y], Y], Y]]], [[X, [[X, Y], Y]], [X, Y]]]]",
)
(
    15,
    6,
    9,
    -563 / 2490808320,
    "[X, [[X, [[X, Y], [[[[X, Y], Y], Y], Y]]], [X, [[[[X, Y], Y], Y], Y]]]]",
)
(
    15,
    7,
    8,
    -289 / 129729600,
    "[X, [[[X, [[X, Y], [[[[X, Y], Y], Y], Y]]], [X, Y]], [X, [[X, Y], Y]]]]",
)
(
    15,
    7,
    8,
    -2683 / 1037836800,
    "[X, [[[[X, [[X, Y], [[[[X, Y], Y], Y], Y]]], [X, Y]], [X, Y]], [X, Y]]]",
)
(
    15,
    6,
    9,
    -61 / 74131200,
    "[X, [[X, [[X, Y], [[[[X, Y], Y], Y], Y]]], [[X, Y], [[[X, Y], Y], Y]]]]",
)
(
    15,
    7,
    8,
    -31 / 12972960,
    "[[X, [X, [[[X, Y], [[[[X, Y], Y], Y], Y]], [[X, Y], Y]]]], [X, [X, Y]]]",
)
(
    15,
    6,
    9,
    -1909 / 197683200,
    "[X, [X, [[[[X, Y], [[[[X, Y], Y], Y], Y]], [[X, Y], Y]], [[X, Y], Y]]]]",
)
(
    15,
    6,
    9,
    -27227 / 3113510400,
    "[X, [[X, [[[X, Y], [[[[X, Y], Y], Y], Y]], [[[X, Y], Y], Y]]], [X, Y]]]",
)
(
    15,
    5,
    10,
    71 / 830269440,
    "[X, [X, [[X, Y], [[[[[X, Y], Y], Y], Y], [[[[[X, Y], Y], Y], Y], Y]]]]]",
)
(
    15,
    7,
    8,
    151 / 5189184000,
    "[[X, [X, [[X, Y], [[[[[X, Y], Y], Y], Y], Y]]]], [X, [X, [[X, Y], Y]]]]",
)
(
    15,
    7,
    8,
    -1 / 3144960,
    "[[X, [X, [[X, Y], [[[[[X, Y], Y], Y], Y], Y]]]], [[X, [X, Y]], [X, Y]]]",
)
(
    15,
    6,
    9,
    -653 / 1729728000,
    "[X, [[X, [[X, Y], [[[[[X, Y], Y], Y], Y], Y]]], [X, [[[X, Y], Y], Y]]]]",
)
(
    15,
    7,
    8,
    -311 / 199584000,
    "[[X, [[X, [[X, Y], [[[[[X, Y], Y], Y], Y], Y]]], [X, Y]]], [X, [X, Y]]]",
)
(
    15,
    6,
    9,
    -659 / 432432000,
    "[X, [[X, [[X, Y], [[[[[X, Y], Y], Y], Y], Y]]], [[X, Y], [[X, Y], Y]]]]",
)
(
    15,
    6,
    9,
    -6659 / 741312000,
    "[X, [[X, [[[X, Y], [[[[[X, Y], Y], Y], Y], Y]], [[X, Y], Y]]], [X, Y]]]",
)
(
    15,
    5,
    10,
    -3911 / 2075673600,
    "[X, [X, [[[X, Y], [[[[[X, Y], Y], Y], Y], Y]], [[[[X, Y], Y], Y], Y]]]]",
)
(
    15,
    6,
    9,
    -15361 / 31135104000,
    "[X, [[X, [[X, Y], [[[[[[X, Y], Y], Y], Y], Y], Y]]], [X, [[X, Y], Y]]]]",
)
(
    15,
    6,
    9,
    -11861 / 5189184000,
    "[X, [[[X, [[X, Y], [[[[[[X, Y], Y], Y], Y], Y], Y]]], [X, Y]], [X, Y]]]",
)
(
    15,
    5,
    10,
    -1171 / 622702080,
    "[X, [X, [[[X, Y], [[[[[[X, Y], Y], Y], Y], Y], Y]], [[[X, Y], Y], Y]]]]",
)
(
    15,
    6,
    9,
    -24949 / 108972864000,
    "[[X, [X, [[X, Y], [[[[[[[X, Y], Y], Y], Y], Y], Y], Y]]]], [X, [X, Y]]]",
)
(
    15,
    5,
    10,
    -2143 / 1452971520,
    "[X, [X, [[[X, Y], [[[[[[[X, Y], Y], Y], Y], Y], Y], Y]], [[X, Y], Y]]]]",
)
(
    15,
    5,
    10,
    -8993 / 19372953600,
    "[X, [[X, [[X, Y], [[[[[[[[X, Y], Y], Y], Y], Y], Y], Y], Y]]], [X, Y]]]",
)
(
    15,
    4,
    11,
    -1247 / 39626496000,
    "[X, [X, [[X, Y], [[[[[[[[[[X, Y], Y], Y], Y], Y], Y], Y], Y], Y], Y]]]]",
)
(
    15,
    9,
    6,
    -697 / 7264857600,
    "[[X, [X, [[X, Y], Y]]], [[X, [X, [[X, Y], Y]]], [[X, [X, Y]], [X, Y]]]]",
)
(
    15,
    8,
    7,
    -23 / 17435658240,
    "[[X, [X, [[X, Y], Y]]], [X, [[X, [[X, Y], Y]], [X, [[[X, Y], Y], Y]]]]]",
)
(
    15,
    9,
    6,
    -493 / 1556755200,
    "[[X, [X, [[X, Y], Y]]], [[X, [[X, [[X, Y], Y]], [X, Y]]], [X, [X, Y]]]]",
)
(
    15,
    8,
    7,
    -89 / 461260800,
    "[[X, [X, [[X, Y], Y]]], [X, [[X, [[X, Y], Y]], [[X, Y], [[X, Y], Y]]]]]",
)
(
    15,
    8,
    7,
    -1009 / 2641766400,
    "[[X, [X, [[X, Y], Y]]], [X, [[[X, [[X, Y], Y]], [[X, Y], Y]], [X, Y]]]]",
)
(
    15,
    7,
    8,
    -1 / 15567552,
    "[[X, [X, [[X, Y], Y]]], [X, [X, [[[X, Y], Y], [[[[X, Y], Y], Y], Y]]]]]",
)
(
    15,
    8,
    7,
    -13 / 134120448,
    "[[X, [X, [[X, Y], Y]]], [[X, [X, [[[X, Y], Y], Y]]], [X, [[X, Y], Y]]]]",
)
(
    15,
    8,
    7,
    -1627 / 4843238400,
    "[[X, [X, [[X, Y], Y]]], [X, [[[X, [[[X, Y], Y], Y]], [X, Y]], [X, Y]]]]",
)
(
    15,
    7,
    8,
    -17 / 172972800,
    "[[X, [X, [[X, Y], Y]]], [X, [[X, [[[X, Y], Y], Y]], [[[X, Y], Y], Y]]]]",
)
(
    15,
    8,
    7,
    -1669 / 12454041600,
    "[[X, [X, [[X, Y], Y]]], [[X, [X, [[[[X, Y], Y], Y], Y]]], [X, [X, Y]]]]",
)
(
    15,
    7,
    8,
    -571 / 3113510400,
    "[[X, [X, [[X, Y], Y]]], [X, [[X, [[[[X, Y], Y], Y], Y]], [[X, Y], Y]]]]",
)
(
    15,
    7,
    8,
    -587 / 5189184000,
    "[[X, [X, [[X, Y], Y]]], [X, [[X, [[[[[X, Y], Y], Y], Y], Y]], [X, Y]]]]",
)
(
    15,
    6,
    9,
    -229 / 31135104000,
    "[[X, [X, [[X, Y], Y]]], [X, [X, [[[[[[[X, Y], Y], Y], Y], Y], Y], Y]]]]",
)
(
    15,
    9,
    6,
    -19 / 172972800,
    "[[[X, [X, [[X, Y], Y]]], [X, [X, Y]]], [X, [[X, [[X, Y], Y]], [X, Y]]]]",
)
(
    15,
    8,
    7,
    -9341 / 87178291200,
    "[[[X, [X, [[X, Y], Y]]], [X, [X, Y]]], [X, [X, [[[[X, Y], Y], Y], Y]]]]",
)
(
    15,
    9,
    6,
    1037 / 7264857600,
    "[[X, [X, [[X, Y], Y]]], [[X, [X, Y]], [[X, [X, Y]], [X, [[X, Y], Y]]]]]",
)
(
    15,
    9,
    6,
    23 / 2179457280,
    "[[X, [X, [[X, Y], Y]]], [[X, [X, Y]], [[[X, [X, Y]], [X, Y]], [X, Y]]]]",
)
(
    15,
    8,
    7,
    1 / 40360320,
    "[[X, [X, [[X, Y], Y]]], [[X, [X, Y]], [X, [[X, Y], [[[X, Y], Y], Y]]]]]",
)
(
    15,
    9,
    6,
    337 / 1452971520,
    "[[[X, [X, [[X, Y], Y]]], [[X, [X, Y]], [X, [[X, Y], Y]]]], [X, [X, Y]]]",
)
(
    15,
    8,
    7,
    -83 / 363242880,
    "[[X, [X, [[X, Y], Y]]], [[X, [X, Y]], [[X, [[X, Y], Y]], [[X, Y], Y]]]]",
)
(
    15,
    8,
    7,
    -5 / 10378368,
    "[[X, [X, [[X, Y], Y]]], [[X, [X, Y]], [[X, [[[X, Y], Y], Y]], [X, Y]]]]",
)
(
    15,
    7,
    8,
    -193 / 1729728000,
    "[[X, [X, [[X, Y], Y]]], [[X, [X, Y]], [X, [[[[[X, Y], Y], Y], Y], Y]]]]",
)
(
    15,
    9,
    6,
    2053 / 3632428800,
    "[[[X, [X, [[X, Y], Y]]], [[X, [X, Y]], [X, Y]]], [[X, [X, Y]], [X, Y]]]",
)
(
    15,
    8,
    7,
    -331 / 4358914560,
    "[[X, [X, [[X, Y], Y]]], [[[X, [X, Y]], [X, Y]], [X, [[[X, Y], Y], Y]]]]",
)
(
    15,
    9,
    6,
    4003 / 3632428800,
    "[[[X, [X, [[X, Y], Y]]], [[[X, [X, Y]], [X, Y]], [X, Y]]], [X, [X, Y]]]",
)
(
    15,
    8,
    7,
    67 / 296524800,
    "[[X, [X, [[X, Y], Y]]], [X, [[X, Y], [[X, Y], [[X, Y], [[X, Y], Y]]]]]]",
)
(
    15,
    8,
    7,
    3401 / 3632428800,
    "[[X, [X, [[X, Y], Y]]], [[X, [[X, Y], [[X, Y], [[X, Y], Y]]]], [X, Y]]]",
)
(
    15,
    7,
    8,
    1 / 70761600,
    "[[X, [X, [[X, Y], Y]]], [X, [[X, Y], [[X, Y], [[[[X, Y], Y], Y], Y]]]]]",
)
(
    15,
    8,
    7,
    179 / 2075673600,
    "[[X, [X, [[X, Y], Y]]], [[X, [[X, Y], [[X, Y], Y]]], [X, [[X, Y], Y]]]]",
)
(
    15,
    8,
    7,
    151 / 111767040,
    "[[X, [X, [[X, Y], Y]]], [[[X, [[X, Y], [[X, Y], Y]]], [X, Y]], [X, Y]]]",
)
(
    15,
    7,
    8,
    -1 / 172972800,
    "[[X, [X, [[X, Y], Y]]], [X, [[X, Y], [[[X, Y], Y], [[[X, Y], Y], Y]]]]]",
)
(
    15,
    8,
    7,
    79 / 1676505600,
    "[[[X, [X, [[X, Y], Y]]], [X, [[X, Y], [[[X, Y], Y], Y]]]], [X, [X, Y]]]",
)
(
    15,
    7,
    8,
    -31 / 222393600,
    "[[X, [X, [[X, Y], Y]]], [X, [[[X, Y], [[[X, Y], Y], Y]], [[X, Y], Y]]]]",
)
(
    15,
    7,
    8,
    -37 / 222393600,
    "[[X, [X, [[X, Y], Y]]], [[X, [[X, Y], [[[[X, Y], Y], Y], Y]]], [X, Y]]]",
)
(
    15,
    6,
    9,
    -227 / 6227020800,
    "[[X, [X, [[X, Y], Y]]], [X, [[X, Y], [[[[[[X, Y], Y], Y], Y], Y], Y]]]]",
)
(
    15,
    8,
    7,
    -911 / 87178291200,
    "[[[X, [X, [[X, Y], Y]]], [X, [[X, Y], Y]]], [X, [X, [[[X, Y], Y], Y]]]]",
)
(
    15,
    9,
    6,
    2029 / 4843238400,
    "[[[[X, [X, [[X, Y], Y]]], [X, [[X, Y], Y]]], [X, [X, Y]]], [X, [X, Y]]]",
)
(
    15,
    8,
    7,
    43 / 319334400,
    "[[[X, [X, [[X, Y], Y]]], [X, [[X, Y], Y]]], [X, [[X, Y], [[X, Y], Y]]]]",
)
(
    15,
    8,
    7,
    367 / 403603200,
    "[X, [[X, [[X, Y], Y]], [[X, [[X, Y], Y]], [[X, [[X, Y], Y]], [X, Y]]]]]",
)
(
    15,
    7,
    8,
    1387 / 2075673600,
    "[X, [[X, [[X, Y], Y]], [[X, [[X, Y], Y]], [X, [[[[X, Y], Y], Y], Y]]]]]",
)
(
    15,
    8,
    7,
    1003 / 3632428800,
    "[[X, [[X, [[X, Y], Y]], [[X, [[X, Y], Y]], [X, Y]]]], [X, [[X, Y], Y]]]",
)
(
    15,
    8,
    7,
    -2251 / 363242880,
    "[X, [[X, [[X, Y], Y]], [[[[X, [[X, Y], Y]], [X, Y]], [X, Y]], [X, Y]]]]",
)
(
    15,
    7,
    8,
    -467 / 3113510400,
    "[X, [[X, [[X, Y], Y]], [[X, [[X, Y], Y]], [[X, Y], [[[X, Y], Y], Y]]]]]",
)
(
    15,
    8,
    7,
    -599 / 1210809600,
    "[[X, [[X, [[X, Y], Y]], [[X, [[X, Y], Y]], [[X, Y], Y]]]], [X, [X, Y]]]",
)
(
    15,
    7,
    8,
    -185 / 83026944,
    "[X, [[X, [[X, Y], Y]], [[[X, [[X, Y], Y]], [[X, Y], Y]], [[X, Y], Y]]]]",
)
(
    15,
    7,
    8,
    -127 / 64864800,
    "[X, [[X, [[X, Y], Y]], [[X, [[[X, Y], Y], [[[X, Y], Y], Y]]], [X, Y]]]]",
)
(
    15,
    6,
    9,
    6959 / 10378368000,
    "[X, [[X, [[X, Y], Y]], [X, [[[X, Y], Y], [[[[[X, Y], Y], Y], Y], Y]]]]]",
)
(
    15,
    8,
    7,
    -103 / 1614412800,
    "[[X, [[X, [[X, Y], Y]], [X, [[[X, Y], Y], Y]]]], [[X, [X, Y]], [X, Y]]]",
)
(
    15,
    7,
    8,
    -743 / 3113510400,
    "[X, [[[X, [[X, Y], Y]], [X, [[[X, Y], Y], Y]]], [X, [[[X, Y], Y], Y]]]]",
)
(
    15,
    8,
    7,
    -7597 / 5448643200,
    "[[X, [[X, [[X, Y], Y]], [[X, [[[X, Y], Y], Y]], [X, Y]]]], [X, [X, Y]]]",
)
(
    15,
    7,
    8,
    -2851 / 778377600,
    "[X, [[X, [[X, Y], Y]], [[X, [[[X, Y], Y], Y]], [[X, Y], [[X, Y], Y]]]]]",
)
(
    15,
    7,
    8,
    -1583 / 119750400,
    "[X, [[X, [[X, Y], Y]], [[[X, [[[X, Y], Y], Y]], [[X, Y], Y]], [X, Y]]]]",
)
(
    15,
    6,
    9,
    -97 / 345945600,
    "[X, [[X, [[X, Y], Y]], [X, [[[[X, Y], Y], Y], [[[[X, Y], Y], Y], Y]]]]]",
)
(
    15,
    7,
    8,
    -29 / 345945600,
    "[[X, [[X, [[X, Y], Y]], [X, [[[[X, Y], Y], Y], Y]]]], [X, [[X, Y], Y]]]",
)
(
    15,
    7,
    8,
    -3083 / 479001600,
    "[X, [[X, [[X, Y], Y]], [[[X, [[[[X, Y], Y], Y], Y]], [X, Y]], [X, Y]]]]",
)
(
    15,
    6,
    9,
    -15019 / 6227020800,
    "[X, [[X, [[X, Y], Y]], [[X, [[[[X, Y], Y], Y], Y]], [[[X, Y], Y], Y]]]]",
)
(
    15,
    7,
    8,
    -713 / 1729728000,
    "[[X, [[X, [[X, Y], Y]], [X, [[[[[X, Y], Y], Y], Y], Y]]]], [X, [X, Y]]]",
)
(
    15,
    6,
    9,
    -61 / 26956800,
    "[X, [[X, [[X, Y], Y]], [[X, [[[[[X, Y], Y], Y], Y], Y]], [[X, Y], Y]]]]",
)
(
    15,
    6,
    9,
    -79 / 48648600,
    "[X, [[X, [[X, Y], Y]], [[X, [[[[[[X, Y], Y], Y], Y], Y], Y]], [X, Y]]]]",
)
(
    15,
    5,
    10,
    -433 / 4305100800,
    "[X, [[X, [[X, Y], Y]], [X, [[[[[[[[X, Y], Y], Y], Y], Y], Y], Y], Y]]]]",
)
(
    15,
    8,
    7,
    -1997 / 14529715200,
    "[[X, [[X, [[X, Y], Y]], [X, Y]]], [X, [[X, [[X, Y], Y]], [[X, Y], Y]]]]",
)
(
    15,
    8,
    7,
    -3193 / 10897286400,
    "[[X, [[X, [[X, Y], Y]], [X, Y]]], [X, [[X, [[[X, Y], Y], Y]], [X, Y]]]]",
)
(
    15,
    7,
    8,
    -199 / 2594592000,
    "[[X, [[X, [[X, Y], Y]], [X, Y]]], [X, [X, [[[[[X, Y], Y], Y], Y], Y]]]]",
)
(
    15,
    9,
    6,
    167 / 155675520,
    "[[X, [[X, [[X, Y], Y]], [X, Y]]], [[X, [X, Y]], [[X, [X, Y]], [X, Y]]]]",
)
(
    15,
    8,
    7,
    -25 / 290594304,
    "[[X, [[X, [[X, Y], Y]], [X, Y]]], [[X, [X, Y]], [X, [[[X, Y], Y], Y]]]]",
)
(
    15,
    9,
    6,
    1273 / 340540200,
    "[[[X, [[X, [[X, Y], Y]], [X, Y]]], [[X, [X, Y]], [X, Y]]], [X, [X, Y]]]",
)
(
    15,
    8,
    7,
    409 / 660441600,
    "[[X, [[X, [[X, Y], Y]], [X, Y]]], [X, [[X, Y], [[X, Y], [[X, Y], Y]]]]]",
)
(
    15,
    8,
    7,
    499 / 269068800,
    "[[X, [[X, [[X, Y], Y]], [X, Y]]], [[X, [[X, Y], [[X, Y], Y]]], [X, Y]]]",
)
(
    15,
    7,
    8,
    -1 / 7983360,
    "[[X, [[X, [[X, Y], Y]], [X, Y]]], [X, [[X, Y], [[[[X, Y], Y], Y], Y]]]]",
)
(
    15,
    8,
    7,
    8737 / 14529715200,
    "[[[X, [[X, [[X, Y], Y]], [X, Y]]], [X, [[X, Y], Y]]], [X, [[X, Y], Y]]]",
)
(
    15,
    8,
    7,
    -1531 / 345945600,
    "[X, [[[X, [[X, Y], Y]], [X, Y]], [[[X, [[X, Y], Y]], [X, Y]], [X, Y]]]]",
)
(
    15,
    7,
    8,
    -53 / 172972800,
    "[X, [[[X, [[X, Y], Y]], [X, Y]], [X, [[[X, Y], Y], [[[X, Y], Y], Y]]]]]",
)
(
    15,
    8,
    7,
    -11 / 66044160,
    "[[X, [[[X, [[X, Y], Y]], [X, Y]], [X, [[[X, Y], Y], Y]]]], [X, [X, Y]]]",
)
(
    15,
    7,
    8,
    -1889 / 259459200,
    "[X, [[[X, [[X, Y], Y]], [X, Y]], [[X, [[[X, Y], Y], Y]], [[X, Y], Y]]]]",
)
(
    15,
    7,
    8,
    -11 / 1347840,
    "[X, [[[X, [[X, Y], Y]], [X, Y]], [[X, [[[[X, Y], Y], Y], Y]], [X, Y]]]]",
)
(
    15,
    6,
    9,
    -571 / 486486000,
    "[X, [[[X, [[X, Y], Y]], [X, Y]], [X, [[[[[[X, Y], Y], Y], Y], Y], Y]]]]",
)
(
    15,
    8,
    7,
    167 / 1245404160,
    "[[X, [[[X, [[X, Y], Y]], [X, Y]], [X, Y]]], [X, [X, [[[X, Y], Y], Y]]]]",
)
(
    15,
    9,
    6,
    521 / 132088320,
    "[[[X, [[[X, [[X, Y], Y]], [X, Y]], [X, Y]]], [X, [X, Y]]], [X, [X, Y]]]",
)
(
    15,
    8,
    7,
    17333 / 14529715200,
    "[[X, [[[X, [[X, Y], Y]], [X, Y]], [X, Y]]], [X, [[X, Y], [[X, Y], Y]]]]",
)
(
    15,
    8,
    7,
    739 / 186278400,
    "[[X, [[[X, [[X, Y], Y]], [X, Y]], [X, Y]]], [[X, [[X, Y], Y]], [X, Y]]]",
)
(
    15,
    7,
    8,
    -5059 / 2075673600,
    "[X, [[[[X, [[X, Y], Y]], [X, Y]], [X, Y]], [X, [[[[X, Y], Y], Y], Y]]]]",
)
(
    15,
    8,
    7,
    43 / 22014720,
    "[[X, [[[[X, [[X, Y], Y]], [X, Y]], [X, Y]], [X, Y]]], [X, [[X, Y], Y]]]",
)
(
    15,
    8,
    7,
    6317 / 1210809600,
    "[X, [[[[[[X, [[X, Y], Y]], [X, Y]], [X, Y]], [X, Y]], [X, Y]], [X, Y]]]",
)
(
    15,
    7,
    8,
    -1 / 5241600,
    "[X, [[X, [[X, Y], Y]], [[X, Y], [[X, Y], [[X, Y], [[[X, Y], Y], Y]]]]]]",
)
(
    15,
    8,
    7,
    12037 / 3632428800,
    "[[X, [[X, [[X, Y], Y]], [[X, Y], [[X, Y], [[X, Y], Y]]]]], [X, [X, Y]]]",
)
(
    15,
    7,
    8,
    83 / 15966720,
    "[X, [[X, [[X, Y], Y]], [[X, Y], [[[X, Y], [[X, Y], Y]], [[X, Y], Y]]]]]",
)
(
    15,
    7,
    8,
    331 / 32432400,
    "[X, [[[X, [[X, Y], Y]], [[X, Y], [[X, Y], [[[X, Y], Y], Y]]]], [X, Y]]]",
)
(
    15,
    6,
    9,
    9689 / 5189184000,
    "[X, [[X, [[X, Y], Y]], [[X, Y], [[X, Y], [[[[[X, Y], Y], Y], Y], Y]]]]]",
)
(
    15,
    8,
    7,
    2647 / 1614412800,
    "[[X, [[X, [[X, Y], Y]], [[X, Y], [[X, Y], Y]]]], [[X, [X, Y]], [X, Y]]]",
)
(
    15,
    7,
    8,
    67 / 345945600,
    "[X, [[[X, [[X, Y], Y]], [[X, Y], [[X, Y], Y]]], [X, [[[X, Y], Y], Y]]]]",
)
(
    15,
    8,
    7,
    33427 / 3632428800,
    "[[X, [[[X, [[X, Y], Y]], [[X, Y], [[X, Y], Y]]], [X, Y]]], [X, [X, Y]]]",
)
(
    15,
    7,
    8,
    41 / 6652800,
    "[X, [[[X, [[X, Y], Y]], [[X, Y], [[X, Y], Y]]], [[X, Y], [[X, Y], Y]]]]",
)
(
    15,
    7,
    8,
    103 / 17297280,
    "[X, [[[X, [[X, Y], Y]], [[[X, Y], [[X, Y], Y]], [[X, Y], Y]]], [X, Y]]]",
)
(
    15,
    6,
    9,
    503 / 259459200,
    "[X, [[X, [[X, Y], Y]], [[X, Y], [[[X, Y], Y], [[[[X, Y], Y], Y], Y]]]]]",
)
(
    15,
    7,
    8,
    79 / 311351040,
    "[[X, [[X, [[X, Y], Y]], [[X, Y], [[[X, Y], Y], Y]]]], [X, [[X, Y], Y]]]",
)
(
    15,
    7,
    8,
    103 / 17297280,
    "[X, [[[[X, [[X, Y], Y]], [[X, Y], [[[X, Y], Y], Y]]], [X, Y]], [X, Y]]]",
)
(
    15,
    6,
    9,
    -529 / 222393600,
    "[X, [[X, [[X, Y], Y]], [[[X, Y], [[[X, Y], Y], Y]], [[[X, Y], Y], Y]]]]",
)
(
    15,
    7,
    8,
    -19 / 25945920,
    "[[X, [[X, [[X, Y], Y]], [[X, Y], [[[[X, Y], Y], Y], Y]]]], [X, [X, Y]]]",
)
(
    15,
    6,
    9,
    -1153 / 207567360,
    "[X, [[X, [[X, Y], Y]], [[[X, Y], [[[[X, Y], Y], Y], Y]], [[X, Y], Y]]]]",
)
(
    15,
    6,
    9,
    -3313 / 864864000,
    "[X, [[[X, [[X, Y], Y]], [[X, Y], [[[[[X, Y], Y], Y], Y], Y]]], [X, Y]]]",
)
(
    15,
    5,
    10,
    -8287 / 14529715200,
    "[X, [[X, [[X, Y], Y]], [[X, Y], [[[[[[[X, Y], Y], Y], Y], Y], Y], Y]]]]",
)
(
    15,
    7,
    8,
    -1 / 35380800,
    "[[X, [[X, [[X, Y], Y]], [[X, Y], Y]]], [X, [X, [[[[X, Y], Y], Y], Y]]]]",
)
(
    15,
    8,
    7,
    2617 / 9686476800,
    "[[X, [[X, [[X, Y], Y]], [[X, Y], Y]]], [[X, [X, Y]], [X, [[X, Y], Y]]]]",
)
(
    15,
    8,
    7,
    3247 / 4843238400,
    "[[X, [[X, [[X, Y], Y]], [[X, Y], Y]]], [[[X, [X, Y]], [X, Y]], [X, Y]]]",
)
(
    15,
    7,
    8,
    127 / 1556755200,
    "[[X, [[X, [[X, Y], Y]], [[X, Y], Y]]], [X, [[X, Y], [[[X, Y], Y], Y]]]]",
)
(
    15,
    8,
    7,
    3119 / 2905943040,
    "[[[X, [[X, [[X, Y], Y]], [[X, Y], Y]]], [X, [[X, Y], Y]]], [X, [X, Y]]]",
)
(
    15,
    7,
    8,
    47 / 207567360,
    "[[X, [[X, [[X, Y], Y]], [[X, Y], Y]]], [[X, [[X, Y], Y]], [[X, Y], Y]]]",
)
(
    15,
    7,
    8,
    -73 / 119750400,
    "[X, [[[X, [[X, Y], Y]], [[X, Y], Y]], [[X, [[[X, Y], Y], Y]], [X, Y]]]]",
)
(
    15,
    6,
    9,
    -1447 / 2594592000,
    "[X, [[[X, [[X, Y], Y]], [[X, Y], Y]], [X, [[[[[X, Y], Y], Y], Y], Y]]]]",
)
(
    15,
    8,
    7,
    431 / 124185600,
    "[[X, [[[X, [[X, Y], Y]], [[X, Y], Y]], [X, Y]]], [[X, [X, Y]], [X, Y]]]",
)
(
    15,
    7,
    8,
    59 / 32432400,
    "[X, [[[[X, [[X, Y], Y]], [[X, Y], Y]], [X, Y]], [X, [[[X, Y], Y], Y]]]]",
)
(
    15,
    8,
    7,
    68669 / 7264857600,
    "[[X, [[[[X, [[X, Y], Y]], [[X, Y], Y]], [X, Y]], [X, Y]]], [X, [X, Y]]]",
)
(
    15,
    7,
    8,
    617 / 79833600,
    "[X, [[[X, [[X, Y], Y]], [[X, Y], Y]], [[X, Y], [[X, Y], [[X, Y], Y]]]]]",
)
(
    15,
    7,
    8,
    757 / 31449600,
    "[X, [[[[X, [[X, Y], Y]], [[X, Y], Y]], [[X, Y], [[X, Y], Y]]], [X, Y]]]",
)
(
    15,
    6,
    9,
    -1073 / 2075673600,
